Reference,Assay,Assay
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
29720506,Positive,
15270691,Positive,
15270691,Positive,
29229779,Positive,
16253012,Positive,4
16253012,Positive,2
16253012,Positive,2
16253012,Positive,1
29229779,Positive,
29229779,Positive,
16253012,Positive,1
11489984,Positive,
16253012,Positive,1
16253012,Positive,1
16968899,Positive,
16968899,Positive,
16968899,Positive,
18182487,Positive,
18182487,Positive,
18401420,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
22031866,Positive,
29229779,Positive,
29229779,Positive,
30542352,Positive,2
30542352,Positive,2
30542352,Positive,2
30542352,Positive,2
30542352,Positive,2
29588316,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
25165855,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
15723046,Positive,
30552102,Positive,
30552102,Positive,
30552102,Positive,
30552102,Positive,
30552102,Positive,
30552102,Positive,
25338522,Positive,
25338522,Positive,
25338522,Positive,
25338522,Positive,
25338522,Positive,
25338522,Positive,
25338522,Positive,
25338522,Positive,
30530481,Positive,
15322566,Positive,
12649154,Positive,
12649154,Positive,
15322566,Positive,
15322566,Positive,
15322566,Positive,
10190906,Positive,
30552102,Positive,
30552102,Positive,
30552102,Positive,
30552102,Positive,
30552102,Positive,
30587531,Positive,
30587531,Positive,
30587531,Positive,
30587531,Positive,
30518652,Positive,
30518652,Positive,
30518652,Positive,
30518652,Positive,
30518652,Positive,
30518652,Positive,
30575715,Positive,
30575715,Positive,4
30487281,Positive,10
30487281,Positive,10
30487281,Positive,10
30487281,Positive,10
30487281,Positive,10
30487281,Positive,10
30487281,Positive,10
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,10
30487281,Positive,
30487281,Positive,
30575715,Positive,4
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,
30575715,Positive,
30575715,Positive,
30575715,Positive,
30575715,Positive,
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,3
30575715,Positive,
30575715,Positive,
30575715,Positive,
23954306,Positive,
23954306,Positive,
23954306,Positive,
23954306,Positive,
23954306,Positive,
30736814,Positive,10
30736814,Positive,9
30487790,Positive,20
30736814,Positive,7
30736814,Positive,19
17056587,Positive,
25958206,Positive,10
25958206,Positive,10
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
30487281,Positive,
25958206,Positive,10
30815394,Positive,
30815394,Positive,
30815394,Positive,
30815394,Positive,
30815394,Positive,
30815394,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
30617019,Positive,
24227846,Positive,17
24227846,Positive,7
24227846,Positive,9
24227846,Positive,20
24227846,Positive,7
24227846,Positive,8
24227846,Positive,7
24227846,Positive,7
24227846,Positive,8
24227846,Positive,9
24227846,Positive,9
24227846,Positive,4
24227846,Positive,8
24227846,Positive,2
24227846,Positive,10
24227846,Positive,
24227846,Positive,
24227846,Positive,
24227846,Positive,4
24227846,Positive,
24227846,Positive,
24227846,Positive,
24227846,Positive,
24227846,Positive,
30562587,Positive,20
30562587,Positive,20
30777378,Positive,
30711630,Positive,
30711630,Positive,
30711630,Positive,
30711630,Positive,
30711630,Positive,
30711630,Positive,
30711630,Positive,
30711630,Positive,2
30777378,Positive,
30777378,Positive,
30777378,Positive,
30777378,Positive,
30777378,Positive,
30777378,Positive,
30777378,Positive,
30777378,Positive,
30930889,Positive,
30930889,Positive,
30930889,Positive,
30930889,Positive,
30930889,Positive,
30930889,Positive,
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,5
30930889,Positive,
30930889,Positive,2
30930889,Positive,4
30930889,Positive,
30930889,Positive,
30930889,Positive,
30930889,Positive,
30930889,Positive,1
30930889,Positive,2
29208744,Positive,25
29208744,Positive,48
29208744,Positive,25
30808439,Positive,47
21109688,Positive,
29208744,Positive,15
29752315,Positive,
29752315,Positive,
29752315,Positive,2
29752315,Positive,2
30580250,Positive,12
30580250,Positive,15
30580250,Positive,12
30580250,Positive,15
30580250,Positive,12
30580250,Positive,12
30580250,Positive,15
30580250,Positive,12
30580250,Positive,15
30580250,Positive,
30580250,Positive,
30580250,Positive,
30580250,Positive,
30580250,Positive,
29208744,Positive,
29208744,Positive,
29208744,Positive,
29208744,Positive,
29208744,Positive,
29208744,Positive,
29208744,Positive,
29208744,Positive,
30622109,Positive,23
30622109,Positive,33
30622109,Positive,32
30622109,Positive,
30622109,Positive,
30622109,Positive,
30622109,Positive,
30622109,Positive,6
30622109,Positive,6
29506985,Positive,14
29506985,Positive,14
29506985,Positive,14
29506985,Positive,28
30580250,Positive,3
30580250,Positive,6
30580250,Positive,6
30580250,Positive,7
30580250,Positive,11
30580250,Positive,11
30580250,Positive,6
30580250,Positive,3
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
30664876,Positive,
29506985,Positive,
15726541,Positive,12
15726541,Positive,11
15726541,Positive,11
15726541,Positive,10
15726541,Positive,12
15726541,Positive,10
22763862,Positive,
22763862,Positive,
30778243,Positive,5
30778243,Positive,5
30778243,Positive,6
30778243,Positive,5
30778243,Positive,
30778243,Positive,
30778243,Positive,
30778243,Positive,
30778243,Positive,
30778243,Positive,
30778243,Positive,
24711416,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
16326979,Positive,1
16326979,Positive,1
24387802,Positive,
24387802,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30778243,Positive,6
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30778243,Positive,6
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30778243,Positive,6
30778243,Positive,6
30778243,Positive,6
30778243,Positive,6
30778243,Positive,6
30778243,Positive,6
30778243,Positive,6
30778243,Positive,6
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30778243,Positive,11
30778243,Positive,11
30778243,Positive,11
30778243,Positive,11
30778243,Positive,18
30778243,Positive,8
30778243,Positive,8
30778243,Positive,5
30778243,Positive,5
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,22
30154146,Positive,
30154146,Positive,
30154146,Positive,
30154146,Positive,
30154146,Positive,
30154146,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
30418433,Positive,
21109688,Positive,
21109688,Positive,
21109688,Positive,
25525252,Positive,
25525252,Positive,
25525252,Positive,
30418433,Positive,
30418433,Positive,
25525252,Positive,
25525252,Positive,
25525252,Positive,
25525252,Positive,
25525252,Positive,
25525252,Positive,
25525252,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
24512815,Positive,
31015529,Positive,12
23028307,Positive,
31015529,Positive,12
31015529,Positive,12
31015529,Positive,12
31015529,Positive,
31015529,Positive,
31015529,Positive,4
31015529,Positive,4
31015529,Positive,4
31015529,Positive,4
31015529,Positive,4
31015529,Positive,4
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
23028307,Positive,
7807026,Positive,
19864595,Positive,
19864595,Positive,
19864595,Positive,
19864595,Positive,
19864595,Positive,
19864595,Positive,
28332333,Positive,22
28332333,Positive,22
19864595,Positive,
19864595,Positive,
19864595,Positive,
19864595,Positive,
19864595,Positive,
19864595,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30769005,Positive,
30912293,Positive,
30912293,Positive,
30912293,Positive,
31212633,Positive,74
31212633,Positive,11
31212633,Positive,13
31212633,Positive,2
31212633,Positive,
30737354,Positive,33
30737354,Positive,12
30737354,Positive,33
30737354,Positive,33
30737354,Positive,12
30737354,Positive,12
30737354,Positive,33
30737354,Positive,33
30737354,Positive,12
30737354,Positive,12
30737354,Positive,33
30737354,Positive,33
30737354,Positive,33
30737354,Positive,12
30737354,Positive,33
30737354,Positive,12
30737354,Positive,33
30737354,Positive,33
30737354,Positive,33
30737354,Positive,33
30737354,Positive,12
30737354,Positive,33
30737354,Positive,12
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
30737354,Positive,45
29955175,Positive,10
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
30078552,Positive,6
30078552,Positive,6
30078552,Positive,6
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
30078552,Positive,10
30078552,Positive,10
30078552,Positive,10
30078552,Positive,10
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
30078552,Positive,6
30078552,Positive,6
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
30078552,Positive,6
30078552,Positive,6
30078552,Positive,6
30078552,Positive,6
30078552,Positive,5
30078552,Positive,5
30078552,Positive,5
30078552,Positive,10
30078552,Positive,10
30078552,Positive,6
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
30078552,Positive,10
30078552,Positive,10
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
30078552,Positive,10
30078552,Positive,8
30737354,Positive,23
30737354,Positive,33
30737354,Positive,12
30737354,Positive,12
30737354,Positive,33
30737354,Positive,23
30737354,Positive,23
30737354,Positive,23
31105686,Positive,31
31105686,Positive,31
31105686,Positive,8
31105686,Positive,7
31105686,Positive,4
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31091334,Positive,
31105686,Positive,6
31105686,Positive,15
31105686,Positive,6
31105686,Positive,31
31105686,Positive,31
31105686,Positive,8
31105686,Positive,8
31105686,Positive,2
31105686,Positive,2
31105686,Positive,
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
31105686,Positive,5
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
30783092,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31324690,Positive,
31151965,Positive,
31151965,Positive,
31151965,Positive,
31212633,Positive,
31212633,Positive,
31212633,Positive,
30459272,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
30737354,Positive,
17056587,Positive,
17056587,Positive,
17056587,Positive,
17056587,Positive,
17056587,Positive,
17056587,Positive,
17056587,Positive,
31054264,Positive,
31054264,Positive,
31054264,Positive,
31054264,Positive,
31054264,Positive,
31054264,Positive,
31054264,Positive,
31054264,Positive,
29371260,Positive,
22253836,Positive,9
31398327,Positive,
31398327,Positive,
31398327,Positive,
31398327,Positive,
31398327,Positive,
31398327,Positive,
31398327,Positive,
31398327,Positive,
31398327,Positive,
31398327,Positive,
31217245,Positive,20
31217245,Positive,20
31217245,Positive,20
31217245,Positive,20
31217245,Positive,20
31217245,Positive,
31217245,Positive,
31217245,Positive,
31502632,Positive,
31502632,Positive,
31279695,Positive,
31279695,Positive,
31552033,Positive,
31552033,Positive,
31552033,Positive,
31552033,Positive,
31552033,Positive,
31552033,Positive,
31552033,Positive,
31219185,Positive,
31219185,Positive,
31219185,Positive,
31219185,Positive,
31219185,Positive,
31568490,Positive,3
31568490,Positive,
31568490,Positive,3
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,3
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31568490,Positive,
31203151,Positive,2
31203151,Positive,2
31203151,Positive,2
31203151,Positive,1
31203151,Positive,1
31203151,Positive,
31203151,Positive,
31203151,Positive,
31203151,Positive,
31203151,Positive,
31203151,Positive,
31203151,Positive,
31203151,Positive,
31228643,Positive,10
31228643,Positive,10
31228643,Positive,10
31228643,Positive,10
31228643,Positive,10
8580072,Positive,
8580072,Positive,
31203151,Positive,1
30626427,Positive,
30626427,Positive,
30626427,Positive,
30626427,Positive,
31690351,Positive,
30626427,Positive,
30626427,Positive,
30626427,Positive,
30626427,Positive,
30626427,Positive,
30626427,Positive,
30626427,Positive,
30626427,Positive,8
30626427,Positive,8
30078552,Positive,6
30078552,Positive,6
30078552,Positive,10
30078552,Positive,10
31723204,Positive,2
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31685621,Positive,
31685621,Positive,
31685621,Positive,
31685621,Positive,
31685621,Positive,
31685621,Positive,
31685621,Positive,
31685621,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31686124,Positive,
31578295,Positive,6
31578295,Positive,5
31578295,Positive,4
31578295,Positive,3
31578295,Positive,4
31578295,Positive,4
31578295,Positive,3
31578295,Positive,4
31578295,Positive,4
31578295,Positive,4
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,
31811120,Positive,17
31540894,Positive,
31540894,Positive,
31765434,Positive,4
31765434,Positive,4
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
31690351,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
22549784,Positive,
18809922,Positive,
18809922,Positive,
18809922,Positive,
31765434,Positive,
31686124,Positive,
31442594,Positive,12
30282837,Positive,
31442594,Positive,12
31442594,Positive,12
31775024,Positive,4
31775024,Positive,4
31775024,Positive,
31775024,Positive,
31775024,Positive,
31775024,Positive,
27239036,Positive,
27239036,Positive,
27239036,Positive,
27239036,Positive,
27239036,Positive,
27239036,Positive,4
27239036,Positive,4
27239036,Positive,4
27239036,Positive,4
31956413,Positive,6
31956413,Positive,6
31956413,Positive,9
31956413,Positive,7
31956413,Positive,3
31956413,Positive,3
31956413,Positive,7
31956413,Positive,7
31956413,Positive,4
31956413,Positive,7
31956413,Positive,4
31956413,Positive,7
31956413,Positive,7
31956413,Positive,7
31956413,Positive,6
31956413,Positive,3
31956413,Positive,2
31956413,Positive,4
31956413,Positive,6
31956413,Positive,5
20086230,Positive,
20086230,Positive,
31956413,Positive,6
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,
31956413,Positive,7
31956413,Positive,
31915375,Positive,
31915375,Positive,
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
31816438,Positive,13
31816438,Positive,12
31816438,Positive,12
31816438,Positive,12
31816438,Positive,8
31816438,Positive,12
31816438,Positive,9
31816438,Positive,9
31816438,Positive,9
31816438,Positive,7
31816438,Positive,12
31816438,Positive,10
31816438,Positive,10
31816438,Positive,10
31816438,Positive,8
31816438,Positive,12
31816438,Positive,9
31816438,Positive,9
31816438,Positive,8
31816438,Positive,7
31816438,Positive,13
31816438,Positive,13
31816438,Positive,13
31816438,Positive,13
31816438,Positive,9
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
31560392,Positive,
32040522,Positive,3
32040522,Positive,2
32040522,Positive,1
32040522,Positive,2
32040522,Positive,2
31552676,Positive,
31552676,Positive,
31552676,Positive,
31552676,Positive,
31552676,Positive,
31552676,Positive,
31908851,Positive,5
31908851,Positive,7
